date,datetime,cash_type,card,money,coffee_name
03-12-2024 00:00,45629.47082,card,ANON-0000-0000-0973,25.96,Americano
02-12-2024 00:00,45628.4614,card,ANON-0000-0000-0141,25.96,Cortado
02-12-2024 00:00,45628.32777,card,ANON-0000-0000-0967,25.96,Americano
26-11-2024 00:00,45622.71641,card,ANON-0000-0000-0950,25.96,Americano
22-12-2024 00:00,45648.91454,card,ANON-0000-0000-1034,25.96,Cortado
26-11-2024 00:00,45622.46096,card,ANON-0000-0000-0946,25.96,Americano
25-11-2024 00:00,45621.44315,card,ANON-0000-0000-0141,25.96,Cortado
23-11-2024 00:00,45619.46558,card,ANON-0000-0000-0939,25.96,Americano
21-12-2024 00:00,45647.43892,card,ANON-0000-0000-1026,25.96,Americano
23-11-2024 00:00,45619.46491,card,ANON-0000-0000-0939,25.96,Americano
23-11-2024 00:00,45619.38248,card,ANON-0000-0000-0543,25.96,Cortado
21-11-2024 00:00,45617.73568,card,ANON-0000-0000-0934,25.96,Cortado
21-11-2024 00:00,45617.46263,card,ANON-0000-0000-0141,25.96,Cortado
17-11-2024 00:00,45613.59632,card,ANON-0000-0000-0918,25.96,Americano
16-11-2024 00:00,45612.48571,card,ANON-0000-0000-0302,25.96,Americano
07-12-2024 00:00,45633.93631,card,ANON-0000-0000-0989,25.96,Americano
08-12-2024 00:00,45634.53589,card,ANON-0000-0000-0990,25.96,Cortado
09-12-2024 00:00,45635.38362,card,ANON-0000-0000-0995,25.96,Americano
09-12-2024 00:00,45635.5423,card,ANON-0000-0000-0802,25.96,Cortado
21-12-2024 00:00,45647.92794,card,ANON-0000-0000-1029,25.96,Cortado
21-12-2024 00:00,45647.90958,card,ANON-0000-0000-1029,25.96,Cortado
06-10-2024 00:00,45571.57365,card,ANON-0000-0000-0717,25.96,Americano
23-11-2024 00:00,45619.38321,card,ANON-0000-0000-0543,25.96,Cortado
08-10-2024 00:00,45573.6388,card,ANON-0000-0000-0050,25.96,Americano
16-10-2024 00:00,45581.55568,card,ANON-0000-0000-0764,25.96,Americano
05-12-2024 00:00,45631.49357,card,ANON-0000-0000-0984,25.96,Americano
22-10-2024 00:00,45587.45298,card,ANON-0000-0000-0402,25.96,Cortado
06-10-2024 00:00,45571.34927,card,ANON-0000-0000-0141,25.96,Cortado
29-09-2024 00:00,45564.5354,card,ANON-0000-0000-0141,25.96,Cortado
30-09-2024 00:00,45565.33944,card,ANON-0000-0000-0141,25.96,Cortado
30-09-2024 00:00,45565.37424,card,ANON-0000-0000-0691,25.96,Cortado
30-09-2024 00:00,45565.42035,card,ANON-0000-0000-0141,25.96,Cortado
22-10-2024 00:00,45587.75489,card,ANON-0000-0000-0801,25.96,Americano
30-09-2024 00:00,45565.82937,card,ANON-0000-0000-0694,25.96,Cortado
21-10-2024 00:00,45586.44624,card,ANON-0000-0000-0141,25.96,Cortado
21-10-2024 00:00,45586.44566,card,ANON-0000-0000-0141,25.96,Cortado
21-10-2024 00:00,45586.43414,card,ANON-0000-0000-0700,25.96,Americano
20-10-2024 00:00,45585.88562,card,ANON-0000-0000-0790,25.96,Cortado
05-10-2024 00:00,45570.83997,card,ANON-0000-0000-0012,25.96,Americano
05-10-2024 00:00,45570.83933,card,ANON-0000-0000-0012,25.96,Americano
05-10-2024 00:00,45570.37619,card,ANON-0000-0000-0141,25.96,Cortado
05-10-2024 00:00,45570.37554,card,ANON-0000-0000-0141,25.96,Cortado
04-10-2024 00:00,45569.41325,card,ANON-0000-0000-0650,25.96,Cortado
17-10-2024 00:00,45582.60744,card,ANON-0000-0000-0776,25.96,Americano
14-10-2024 00:00,45579.47613,card,ANON-0000-0000-0225,25.96,Americano
04-10-2024 00:00,45569.41248,card,ANON-0000-0000-0650,25.96,Cortado
04-10-2024 00:00,45569.39684,card,ANON-0000-0000-0003,25.96,Americano
18-10-2024 00:00,45583.65231,card,ANON-0000-0000-0683,25.96,Americano
28-09-2024 00:00,45563.92935,card,ANON-0000-0000-0687,25.96,Cortado
04-10-2024 00:00,45569.36503,card,ANON-0000-0000-0440,25.96,Americano
20-10-2024 00:00,45585.60398,card,ANON-0000-0000-0650,25.96,Cortado
02-10-2024 00:00,45567.36302,card,ANON-0000-0000-0141,25.96,Cortado
22-10-2024 00:00,45587.38739,card,ANON-0000-0000-0800,25.96,Cortado
21-10-2024 00:00,45586.65214,card,ANON-0000-0000-0796,25.96,Cortado
29-09-2024 00:00,45564.45052,card,ANON-0000-0000-0467,25.96,Americano
08-10-2024 00:00,45573.53339,card,ANON-0000-0000-0225,25.96,Americano
08-10-2024 00:00,45573.43231,card,ANON-0000-0000-0700,25.96,Americano
07-10-2024 00:00,45572.606,card,ANON-0000-0000-0728,25.96,Americano
11-10-2024 00:00,45576.40193,card,ANON-0000-0000-0402,25.96,Cortado
11-10-2024 00:00,45576.41713,card,ANON-0000-0000-0375,25.96,Americano
11-10-2024 00:00,45576.418,card,ANON-0000-0000-0375,25.96,Americano
11-10-2024 00:00,45576.56183,card,ANON-0000-0000-0012,25.96,Americano
11-10-2024 00:00,45576.5626,card,ANON-0000-0000-0012,25.96,Americano
11-10-2024 00:00,45576.60798,card,ANON-0000-0000-0745,25.96,Americano
12-10-2024 00:00,45577.35296,card,ANON-0000-0000-0141,25.96,Cortado
15-10-2024 00:00,45580.80719,card,ANON-0000-0000-0767,25.96,Americano
12-10-2024 00:00,45577.43864,card,ANON-0000-0000-0650,25.96,Cortado
08-10-2024 00:00,45573.53408,card,ANON-0000-0000-0225,25.96,Americano
15-10-2024 00:00,45580.66269,card,ANON-0000-0000-0765,25.96,Americano
13-10-2024 00:00,45578.41314,card,ANON-0000-0000-0141,25.96,Cortado
13-10-2024 00:00,45578.56423,card,ANON-0000-0000-0650,25.96,Cortado
13-10-2024 00:00,45578.56558,card,ANON-0000-0000-0650,25.96,Cortado
15-10-2024 00:00,45580.34339,card,ANON-0000-0000-0141,25.96,Cortado
14-10-2024 00:00,45579.69291,card,ANON-0000-0000-0757,25.96,Americano
14-10-2024 00:00,45579.47691,card,ANON-0000-0000-0225,25.96,Americano
14-10-2024 00:00,45579.43601,card,ANON-0000-0000-0141,25.96,Cortado
07-10-2024 00:00,45572.60538,card,ANON-0000-0000-0728,25.96,Americano
06-10-2024 00:00,45571.42138,card,ANON-0000-0000-0195,25.96,Cortado
01-10-2024 00:00,45566.69577,card,ANON-0000-0000-0700,25.96,Americano
04-10-2024 00:00,45569.3639,card,ANON-0000-0000-0440,25.96,Americano
03-10-2024 00:00,45568.84234,card,ANON-0000-0000-0710,25.96,Cortado
12-10-2024 00:00,45577.43953,card,ANON-0000-0000-0650,25.96,Cortado
07-12-2024 00:00,45633.59494,card,ANON-0000-0000-0987,25.96,Americano
02-12-2024 00:00,45628.7322,card,ANON-0000-0000-0971,25.96,Americano
16-11-2024 00:00,45612.44851,card,ANON-0000-0000-0908,25.96,Cortado
09-11-2024 00:00,45605.95345,card,ANON-0000-0000-0878,25.96,Americano
30-11-2024 00:00,45626.58676,card,ANON-0000-0000-0956,25.96,Americano
09-11-2024 00:00,45605.95439,card,ANON-0000-0000-0879,25.96,Americano
28-10-2024 00:00,45593.33417,card,ANON-0000-0000-0823,25.96,Americano
06-11-2024 00:00,45602.55246,card,ANON-0000-0000-0742,25.96,Americano
30-10-2024 00:00,45595.50679,card,ANON-0000-0000-0375,25.96,Americano
10-11-2024 00:00,45606.4072,card,ANON-0000-0000-0880,25.96,Americano
30-10-2024 00:00,45595.5257,card,ANON-0000-0000-0839,25.96,Americano
11-11-2024 00:00,45607.42997,card,ANON-0000-0000-0141,25.96,Cortado
26-10-2024 00:00,45591.62939,card,ANON-0000-0000-0141,25.96,Cortado
04-11-2024 00:00,45600.52333,card,ANON-0000-0000-0853,25.96,Americano
26-10-2024 00:00,45591.62873,card,ANON-0000-0000-0141,25.96,Cortado
01-11-2024 00:00,45597.35483,card,ANON-0000-0000-0304,25.96,Americano
09-11-2024 00:00,45605.60941,card,ANON-0000-0000-0875,25.96,Americano
08-12-2024 00:00,45634.35376,card,ANON-0000-0000-0141,25.96,Cortado
16-11-2024 00:00,45612.43165,card,ANON-0000-0000-0141,25.96,Cortado
29-12-2024 00:00,45655.72922,card,ANON-0000-0000-1056,25.96,Cortado
03-01-2025 00:00,45660.37735,card,ANON-0000-0000-1029,25.96,Cortado
02-01-2025 00:00,45659.68232,card,ANON-0000-0000-1069,25.96,Americano
09-11-2024 00:00,45605.86255,card,ANON-0000-0000-0876,25.96,Americano
07-11-2024 00:00,45603.65984,card,ANON-0000-0000-0865,25.96,Americano
07-11-2024 00:00,45603.69421,card,ANON-0000-0000-0866,25.96,Americano
29-10-2024 00:00,45594.59426,card,ANON-0000-0000-0831,25.96,Cortado
03-11-2024 00:00,45599.68099,card,ANON-0000-0000-0852,25.96,Americano
25-10-2024 00:00,45590.50475,card,ANON-0000-0000-0141,25.96,Cortado
03-11-2024 00:00,45599.57244,card,ANON-0000-0000-0850,25.96,Americano
24-10-2024 00:00,45589.78828,card,ANON-0000-0000-0811,25.96,Americano
24-10-2024 00:00,45589.78735,card,ANON-0000-0000-0811,25.96,Americano
15-11-2024 00:00,45611.63878,card,ANON-0000-0000-0905,25.96,Americano
02-11-2024 00:00,45598.79055,card,ANON-0000-0000-0848,25.96,Americano
24-10-2024 00:00,45589.86402,card,ANON-0000-0000-0812,25.96,Americano
25-10-2024 00:00,45590.41908,card,ANON-0000-0000-0683,25.96,Americano
02-01-2025 00:00,45659.61303,card,ANON-0000-0000-1068,25.96,Cortado
03-11-2024 00:00,45599.34931,card,ANON-0000-0000-0141,25.96,Cortado
14-11-2024 00:00,45610.42133,card,ANON-0000-0000-0897,25.96,Americano
03-11-2024 00:00,45599.68178,card,ANON-0000-0000-0852,25.96,Americano
02-11-2024 00:00,45598.34704,card,ANON-0000-0000-0141,25.96,Cortado
08-11-2024 00:00,45604.40902,card,ANON-0000-0000-0375,25.96,Americano
01-11-2024 00:00,45597.66369,card,ANON-0000-0000-0845,25.96,Cortado
26-10-2024 00:00,45591.36232,card,ANON-0000-0000-0141,25.96,Cortado
09-11-2024 00:00,45605.45981,card,ANON-0000-0000-0141,25.96,Cortado
08-11-2024 00:00,45604.408,card,ANON-0000-0000-0375,25.96,Americano
09-11-2024 00:00,45605.46042,card,ANON-0000-0000-0141,25.96,Cortado
25-10-2024 00:00,45590.42038,card,ANON-0000-0000-0683,25.96,Americano
02-01-2025 00:00,45659.61193,card,ANON-0000-0000-1068,25.96,Cortado
29-10-2024 00:00,45594.59515,card,ANON-0000-0000-0831,25.96,Cortado
31-12-2024 00:00,45657.40256,card,ANON-0000-0000-1034,25.96,Cortado
20-01-2025 00:00,45677.50417,card,ANON-0000-0000-1111,25.96,Cortado
20-01-2025 00:00,45677.50336,card,ANON-0000-0000-1111,25.96,Americano
20-01-2025 00:00,45677.48639,card,ANON-0000-0000-0141,25.96,Cortado
16-01-2025 00:00,45673.90292,card,ANON-0000-0000-1107,25.96,Cortado
16-01-2025 00:00,45673.50852,card,ANON-0000-0000-0141,25.96,Cortado
15-01-2025 00:00,45672.46555,card,ANON-0000-0000-1102,25.96,Americano
14-01-2025 00:00,45671.4123,card,ANON-0000-0000-1029,25.96,Cortado
13-01-2025 00:00,45670.54371,card,ANON-0000-0000-1034,25.96,Cortado
12-01-2025 00:00,45669.49188,card,ANON-0000-0000-0842,25.96,Americano
21-01-2025 00:00,45678.34606,card,ANON-0000-0000-0141,25.96,Cortado
11-01-2025 00:00,45668.72367,card,ANON-0000-0000-1093,25.96,Cortado
11-01-2025 00:00,45668.46798,card,ANON-0000-0000-1088,25.96,Americano
09-01-2025 00:00,45666.65916,card,ANON-0000-0000-0141,25.96,Cortado
09-01-2025 00:00,45666.33828,card,ANON-0000-0000-1084,25.96,Americano
08-01-2025 00:00,45665.43783,card,ANON-0000-0000-1034,25.96,Cortado
06-01-2025 00:00,45663.83253,card,ANON-0000-0000-1079,25.96,Americano
04-01-2025 00:00,45661.75809,card,ANON-0000-0000-1075,25.96,Americano
04-01-2025 00:00,45661.67921,card,ANON-0000-0000-1034,25.96,Cortado
31-12-2024 00:00,45657.65502,card,ANON-0000-0000-0012,25.96,Americano
23-12-2024 00:00,45649.37733,card,ANON-0000-0000-1029,25.96,Cortado
11-01-2025 00:00,45668.72192,card,ANON-0000-0000-1093,25.96,Cortado
21-01-2025 00:00,45678.6495,card,ANON-0000-0000-1116,25.96,Americano
23-12-2024 00:00,45649.86536,card,ANON-0000-0000-1029,25.96,Cortado
04-01-2025 00:00,45661.41629,card,ANON-0000-0000-1073,25.96,Americano
21-01-2025 00:00,45678.80233,card,ANON-0000-0000-1110,25.96,Americano
31-12-2024 00:00,45657.36978,card,ANON-0000-0000-1029,25.96,Cortado
30-12-2024 00:00,45656.3769,card,ANON-0000-0000-1029,25.96,Cortado
29-12-2024 00:00,45655.82481,card,ANON-0000-0000-1029,25.96,Cortado
29-12-2024 00:00,45655.62866,card,ANON-0000-0000-1055,25.96,Americano
23-12-2024 00:00,45649.72315,card,ANON-0000-0000-1037,25.96,Cortado
29-12-2024 00:00,45655.5738,card,ANON-0000-0000-1029,25.96,Cortado
28-12-2024 00:00,45654.41016,card,ANON-0000-0000-0141,25.96,Cortado
28-12-2024 00:00,45654.37527,card,ANON-0000-0000-1029,25.96,Cortado
30-12-2024 00:00,45656.68853,card,ANON-0000-0000-1060,25.96,Americano
27-12-2024 00:00,45653.38189,card,ANON-0000-0000-0141,25.96,Cortado
27-12-2024 00:00,45653.37337,card,ANON-0000-0000-1029,25.96,Cortado
04-01-2025 00:00,45661.37392,card,ANON-0000-0000-1029,25.96,Cortado
27-12-2024 00:00,45653.32663,card,ANON-0000-0000-1049,25.96,Americano
25-12-2024 00:00,45651.56444,card,ANON-0000-0000-1044,25.96,Americano
27-12-2024 00:00,45653.82463,card,ANON-0000-0000-1051,25.96,Americano
25-12-2024 00:00,45651.525,card,ANON-0000-0000-1042,25.96,Americano
24-12-2024 00:00,45650.74686,card,ANON-0000-0000-1029,25.96,Cortado
03-01-2025 00:00,45660.9294,card,ANON-0000-0000-1071,25.96,Americano
03-01-2025 00:00,45660.93003,card,ANON-0000-0000-1072,25.96,Americano
30-07-2024 00:00,45503.46946,card,ANON-0000-0000-0428,27.92,Americano with Milk
30-07-2024 00:00,45503.43026,card,ANON-0000-0000-0276,27.92,Americano with Milk
10-08-2024 00:00,45514.35969,card,ANON-0000-0000-0480,27.92,Americano with Milk
19-08-2024 00:00,45523.63254,card,ANON-0000-0000-0524,27.92,Americano with Milk
26-06-2024 00:00,45469.6903,card,ANON-0000-0000-0325,27.92,Americano
12-08-2024 00:00,45516.75353,card,ANON-0000-0000-0097,27.92,Americano with Milk
26-07-2024 00:00,45499.38863,card,ANON-0000-0000-0097,27.92,Americano with Milk
04-09-2024 00:00,45539.54533,card,ANON-0000-0000-0579,27.92,Americano with Milk
02-07-2024 00:00,45475.58557,card,ANON-0000-0000-0340,27.92,Americano
05-06-2024 00:00,45448.84169,card,ANON-0000-0000-0220,27.92,Cortado
30-07-2024 00:00,45503.46854,card,ANON-0000-0000-0427,27.92,Americano with Milk
09-06-2024 00:00,45452.87857,card,ANON-0000-0000-0280,27.92,Americano
13-08-2024 00:00,45517.54284,card,ANON-0000-0000-0497,27.92,Americano with Milk
24-07-2024 00:00,45497.88723,card,ANON-0000-0000-0040,27.92,Americano with Milk
02-07-2024 00:00,45475.44792,card,ANON-0000-0000-0304,27.92,Americano
07-09-2024 00:00,45542.41513,card,ANON-0000-0000-0276,27.92,Americano with Milk
11-08-2024 00:00,45515.49839,card,ANON-0000-0000-0480,27.92,Americano with Milk
07-09-2024 00:00,45542.416,card,ANON-0000-0000-0276,27.92,Americano with Milk
27-06-2024 00:00,45470.67486,card,ANON-0000-0000-0327,27.92,Cortado
13-08-2024 00:00,45517.66354,card,ANON-0000-0000-0097,27.92,Americano with Milk
30-07-2024 00:00,45503.32027,card,ANON-0000-0000-0423,27.92,Americano with Milk
28-07-2024 00:00,45501.59577,card,ANON-0000-0000-0276,27.92,Americano with Milk
04-06-2024 00:00,45447.39147,card,ANON-0000-0000-0141,27.92,Cortado
12-08-2024 00:00,45516.89293,card,ANON-0000-0000-0097,27.92,Americano with Milk
05-06-2024 00:00,45448.39078,card,ANON-0000-0000-0262,27.92,Americano
04-06-2024 00:00,45447.7407,card,ANON-0000-0000-0192,27.92,Cortado
12-08-2024 00:00,45516.6483,card,ANON-0000-0000-0493,27.92,Americano with Milk
27-07-2024 00:00,45500.52318,card,ANON-0000-0000-0059,27.92,Americano with Milk
10-09-2024 00:00,45545.89554,card,ANON-0000-0000-0012,27.92,Americano with Milk
10-09-2024 00:00,45545.78151,card,ANON-0000-0000-0610,27.92,Americano with Milk
11-08-2024 00:00,45515.66337,card,ANON-0000-0000-0484,27.92,Americano with Milk
27-07-2024 00:00,45500.51748,card,ANON-0000-0000-0059,27.92,Americano with Milk
12-08-2024 00:00,45516.58689,card,ANON-0000-0000-0492,27.92,Americano with Milk
27-07-2024 00:00,45500.49689,card,ANON-0000-0000-0413,27.92,Americano with Milk
26-07-2024 00:00,45499.9513,card,ANON-0000-0000-0412,27.92,Americano with Milk
09-09-2024 00:00,45544.46725,card,ANON-0000-0000-0601,27.92,Americano with Milk
29-07-2024 00:00,45502.38595,card,ANON-0000-0000-0097,27.92,Americano with Milk
30-07-2024 00:00,45503.38453,card,ANON-0000-0000-0097,27.92,Americano with Milk
09-09-2024 00:00,45544.46639,card,ANON-0000-0000-0600,27.92,Americano with Milk
09-09-2024 00:00,45544.33011,card,ANON-0000-0000-0599,27.92,Americano with Milk
29-07-2024 00:00,45502.4107,card,ANON-0000-0000-0419,27.92,Americano with Milk
26-07-2024 00:00,45499.50488,card,ANON-0000-0000-0379,27.92,Americano with Milk
26-07-2024 00:00,45499.49113,card,ANON-0000-0000-0385,27.92,Americano with Milk
08-08-2024 00:00,45512.89305,card,ANON-0000-0000-0311,27.92,Americano with Milk
13-08-2024 00:00,45517.4069,card,ANON-0000-0000-0385,27.92,Americano with Milk
28-06-2024 00:00,45471.33929,card,ANON-0000-0000-0141,27.92,Cortado
25-04-2024 00:00,45407.4487,card,ANON-0000-0000-0135,27.92,Americano
22-04-2024 00:00,45404.46477,card,ANON-0000-0000-0012,27.92,Americano
21-04-2024 00:00,45403.59418,card,ANON-0000-0000-0099,27.92,Americano
26-04-2024 00:00,45408.64763,card,ANON-0000-0000-0012,27.92,Americano
14-05-2024 00:00,45426.36131,card,ANON-0000-0000-0012,27.92,Americano
29-04-2024 00:00,45411.57889,card,ANON-0000-0000-0141,27.92,Cortado
02-05-2024 00:00,45414.44023,card,ANON-0000-0000-0143,27.92,Americano
14-05-2024 00:00,45426.35989,card,ANON-0000-0000-0012,27.92,Americano
12-05-2024 00:00,45424.56087,card,ANON-0000-0000-0161,27.92,Americano
09-05-2024 00:00,45421.75104,card,ANON-0000-0000-0157,27.92,Americano
09-05-2024 00:00,45421.70573,card,ANON-0000-0000-0118,27.92,Americano
09-05-2024 00:00,45421.70503,card,ANON-0000-0000-0118,27.92,Americano
09-05-2024 00:00,45421.54443,card,ANON-0000-0000-0156,27.92,Americano
25-04-2024 00:00,45407.71509,card,ANON-0000-0000-0012,27.92,Americano
30-04-2024 00:00,45412.57074,card,ANON-0000-0000-0142,27.92,Americano
07-05-2024 00:00,45419.47359,card,ANON-0000-0000-0141,27.92,Cortado
06-05-2024 00:00,45418.55487,card,ANON-0000-0000-0148,27.92,Americano
06-05-2024 00:00,45418.55429,card,ANON-0000-0000-0148,27.92,Cortado
06-05-2024 00:00,45418.4439,card,ANON-0000-0000-0141,27.92,Cortado
06-05-2024 00:00,45418.42301,card,ANON-0000-0000-0150,27.92,Americano
06-05-2024 00:00,45418.42035,card,ANON-0000-0000-0148,27.92,Americano
07-05-2024 00:00,45419.55804,card,ANON-0000-0000-0077,27.92,Cortado
24-09-2024 00:00,45559.88027,card,ANON-0000-0000-0531,27.92,Americano with Milk
27-07-2024 00:00,45500.71459,card,ANON-0000-0000-0416,27.92,Americano with Milk
23-05-2024 00:00,45435.79437,card,ANON-0000-0000-0204,27.92,Cortado
18-09-2024 00:00,45553.88587,card,ANON-0000-0000-0040,27.92,Americano with Milk
29-05-2024 00:00,45441.63251,card,ANON-0000-0000-0234,27.92,Americano
18-09-2024 00:00,45553.88775,card,ANON-0000-0000-0040,27.92,Americano with Milk
07-05-2024 00:00,45419.70531,card,ANON-0000-0000-0152,27.92,Americano
19-09-2024 00:00,45554.34535,card,ANON-0000-0000-0276,27.92,Americano with Milk
25-04-2024 00:00,45407.71585,card,ANON-0000-0000-0012,27.92,Americano
26-04-2024 00:00,45408.6483,card,ANON-0000-0000-0012,27.92,Americano
15-05-2024 00:00,45427.47164,card,ANON-0000-0000-0012,27.92,Americano
28-09-2024 00:00,45563.33803,card,ANON-0000-0000-0666,27.92,Americano with Milk
27-09-2024 00:00,45562.87378,card,ANON-0000-0000-0681,27.92,Americano with Milk
25-09-2024 00:00,45560.57976,card,ANON-0000-0000-0666,27.92,Americano with Milk
25-09-2024 00:00,45560.58055,card,ANON-0000-0000-0666,27.92,Americano with Milk
25-09-2024 00:00,45560.73376,card,ANON-0000-0000-0667,27.92,Americano with Milk
25-09-2024 00:00,45560.7344,card,ANON-0000-0000-0667,27.92,Americano with Milk
22-05-2024 00:00,45434.52134,card,ANON-0000-0000-0012,27.92,Americano
22-05-2024 00:00,45434.52073,card,ANON-0000-0000-0012,27.92,Americano
20-05-2024 00:00,45432.86588,card,ANON-0000-0000-0195,27.92,Cortado
25-09-2024 00:00,45560.92977,card,ANON-0000-0000-0475,27.92,Americano with Milk
26-09-2024 00:00,45561.44244,card,ANON-0000-0000-0333,27.92,Americano with Milk
26-09-2024 00:00,45561.94959,card,ANON-0000-0000-0472,27.92,Americano with Milk
11-09-2024 00:00,45546.39499,card,ANON-0000-0000-0097,27.92,Americano with Milk
27-09-2024 00:00,45562.39567,card,ANON-0000-0000-0276,27.92,Americano with Milk
27-09-2024 00:00,45562.48264,card,ANON-0000-0000-0333,27.92,Americano with Milk
27-09-2024 00:00,45562.56519,card,ANON-0000-0000-0677,27.92,Americano with Milk
22-05-2024 00:00,45434.471,card,ANON-0000-0000-0141,27.92,Cortado
25-09-2024 00:00,45560.49393,card,ANON-0000-0000-0665,27.92,Americano with Milk
14-05-2024 00:00,45426.62633,card,ANON-0000-0000-0040,27.92,Americano
14-05-2024 00:00,45426.36071,card,ANON-0000-0000-0012,27.92,Americano
29-04-2024 00:00,45411.56108,card,ANON-0000-0000-0003,27.92,Americano
29-04-2024 00:00,45411.47676,card,ANON-0000-0000-0141,27.92,Cortado
28-04-2024 00:00,45410.76958,card,ANON-0000-0000-0012,27.92,Americano
28-04-2024 00:00,45410.76885,card,ANON-0000-0000-0012,27.92,Americano
26-04-2024 00:00,45408.68372,card,ANON-0000-0000-0139,27.92,Americano
26-04-2024 00:00,45408.68295,card,ANON-0000-0000-0138,27.92,Cortado
29-04-2024 00:00,45411.56173,card,ANON-0000-0000-0003,27.92,Cortado
27-09-2024 00:00,45562.44927,card,ANON-0000-0000-0333,27.92,Americano with Milk
28-05-2024 00:00,45440.86828,card,ANON-0000-0000-0012,27.92,Americano
19-09-2024 00:00,45554.54206,card,ANON-0000-0000-0004,27.92,Americano with Milk
28-05-2024 00:00,45440.79825,card,ANON-0000-0000-0231,27.92,Americano
17-09-2024 00:00,45552.7922,card,ANON-0000-0000-0632,27.92,Americano with Milk
22-09-2024 00:00,45557.42511,card,ANON-0000-0000-0649,27.92,Americano with Milk
26-05-2024 00:00,45438.87682,card,ANON-0000-0000-0221,27.92,Cortado
17-09-2024 00:00,45552.79437,card,ANON-0000-0000-0633,27.92,Americano with Milk
24-05-2024 00:00,45436.76227,card,ANON-0000-0000-0209,27.92,Cortado
22-09-2024 00:00,45557.56222,card,ANON-0000-0000-0333,27.92,Americano with Milk
26-05-2024 00:00,45438.60145,card,ANON-0000-0000-0215,27.92,Cortado
23-09-2024 00:00,45558.92726,card,ANON-0000-0000-0641,27.92,Americano with Milk
24-09-2024 00:00,45559.35663,card,ANON-0000-0000-0276,27.92,Americano with Milk
22-09-2024 00:00,45557.64959,card,ANON-0000-0000-0652,27.92,Americano with Milk
25-05-2024 00:00,45437.70019,card,ANON-0000-0000-0040,27.92,Americano
22-09-2024 00:00,45557.86558,card,ANON-0000-0000-0455,27.92,Americano with Milk
22-09-2024 00:00,45557.86638,card,ANON-0000-0000-0455,27.92,Americano with Milk
17-09-2024 00:00,45552.57943,card,ANON-0000-0000-0554,27.92,Americano with Milk
22-09-2024 00:00,45557.87992,card,ANON-0000-0000-0655,27.92,Americano with Milk
22-09-2024 00:00,45557.94304,card,ANON-0000-0000-0657,27.92,Americano with Milk
